Song Name,Artist Name,Release Date,Genres,Tracks,Popularity,Album Name,Album Type,Song Duration (ms)
Flex (feat. Juice WRLD),Polo G,2020-05-15,"chicago rap, rap","Don't Believe The Hype, Heartless (feat. Mustard), Martin & Gina, Flex (feat. Juice WRLD), Go Stupid, 21, 33, I Know, Beautiful Pain (Losin My Mind), No Matter What, Be Something, Relentless, DND, Chinatown, Trials & Tribulations, Wishing For A Hero (feat. BJ The Chicago Kid)",69,THE GOAT,album,163902
Broadway Girls (feat. Morgan Wallen),Lil Durk,2022-03-10,"chicago drill, chicago rap, drill, hip hop, rap, trap","Computer Murderers, Started From, Headtaps, AHHH HA, Shootout @ My Crib, Golden Child, No Interviews, Petty Too (feat. Future), Barbarian, What Happened To Virgil (feat. Gunna), Grow Up/Keep It On Speaker, Smoking & Thinking, Blocklist, Difference Is (feat. Summer Walker), Federal Nightmares, Love Dior Banks, Pissed Me Off, Broadway Girls (feat. Morgan Wallen)",78,7220 (Reloaded),album,185600
All My Life (feat. J. Cole),Lil Durk,2023-05-26,"chicago drill, chicago rap, drill, hip hop, rap, trap","Therapy Session, Pelle Coat, All My Life (feat. J. Cole), Never Again, Put Em On Ice, Big Dawg (feat. Chief Wuk), Never Imagined (feat. Future), Sad Songs, Before Fajr, War Bout It (feat. 21 Savage), You Got Em, Grandson (feat. Kodak Black), 300 Urus, Same Side (feat. Rob49), B12, At This Point We Stuck, Cross The Globe (feat. Juice WRLD), Dru Hill, Belt2Ass, Stand By Me (feat. Morgan Wallen)",68,Almost Healed,album,223878
Laugh Now Cry Later (feat. Lil Durk),Lil Durk,2020-08-14,"chicago drill, chicago rap, drill, hip hop, rap, trap",Laugh Now Cry Later (feat. Lil Durk),74,Laugh Now Cry Later (feat. Lil Durk),single,261492
Stand By Me (feat. Morgan Wallen),Lil Durk,2023-05-26,"chicago drill, chicago rap, drill, hip hop, rap, trap","Therapy Session, Pelle Coat, All My Life (feat. J. Cole), Never Again, Put Em On Ice, Big Dawg (feat. Chief Wuk), Never Imagined (feat. Future), Sad Songs, Before Fajr, War Bout It (feat. 21 Savage), You Got Em, Grandson (feat. Kodak Black), 300 Urus, Same Side (feat. Rob49), B12, At This Point We Stuck, Cross The Globe (feat. Juice WRLD), Dru Hill, Belt2Ass, Stand By Me (feat. Morgan Wallen)",74,Almost Healed,album,219173
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2020-05-08,"chicago drill, chicago rap, drill, hip hop, rap, trap","Different Meaning, Street Affection, 3 Headed Goat (feat. Lil Baby & Polo G), All Love, Gucci Gucci (feat. Gunna), Viral Moment, 248, Triflin Hoes, Internet Sensation, Street Prayer, Chiraq Demons (feat. G Herbo), Doin Too Much, Broke Up In Miami, Turn Myself In, Fabricated",69,Just Cause Y'all Waited 2,album,169531
dangerous,Lil Durk,2024-01-12,"chicago drill, chicago rap, drill, hip hop, rap, trap","american dream, all of me, redrum, n.h.i.e., sneaky, pop ur shit, letter to my brudda, dangerous, née-nah, see the real, prove it, should've wore a bonnet, just like me, red sky, dark days",69,american dream,album,265305
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Lil Durk,2021-12-03,"chicago drill, chicago rap, drill, hip hop, rap, trap","Wickman, Alright, Chop Chop, Blam Boom, Me or Sum (feat. Future & Lil Baby), Play Wit Me, Lullaby, Power (feat. Hit-Boy), Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage), Why, Alley Cat, Wicked Witch, Wicked Freestyle, Baby Wyd? (feat. Lakeyah), Poppin Out (feat. BIG30), Bad Boy, Shhh, Rich Maniac",65,Who is Nardo Wick?,album,279573
Rumors (feat. Lil Durk),Lil Durk,2022-06-17,"chicago drill, chicago rap, drill, hip hop, rap, trap","First Impression (feat. Quavo & Yung Miami), Publicity Stunt, Rumors (feat. Lil Durk), Mrs. Davis, Yeah Whoa (feat. Nardo Wick & Gucci Mane), 6 Months (feat. Pooh Shiesty), Serial Killers, Large Amounts (feat. Gucci Mane), Blood All on it (feat. Key Glock, Young Dolph), Know What I Mean, Blow the Deposit (feat. Gucci Mane), Shiesty Way (feat. Gucci Mane), Long Live Dolph, SoIcyBoyz 2 (feat. Pooh Shiesty, Foogiano & Tay Keith), Twerksum, Frozone, Meeting (feat. Foogiano & Latto), 1017 Freestyle (feat. Pooh Shiesty, BIG30 & Foogiano), Lightning (feat. Pooh Shiesty), Endzone",62,So Icy Gang: The ReUp,album,185855
Still Trappin',Lil Durk,2020-12-24,"chicago drill, chicago rap, drill, hip hop, rap, trap","Redman, Refugee, Death Ain't Easy, The Voice, Backdoor, Still Trappin', Stay Down - Apple Music Live, Free Jamell (feat. YNW Melly), Misunderstood, Not The Same, India Pt. 3, Coming Clean, Going Strong, Changes, Lamborghini Mirrors (feat. Booka600), To Be Honest",65,The Voice,album,172185
Hellcats & Trackhawks,Lil Durk,2021-03-05,"chicago drill, chicago rap, drill, hip hop, rap, trap","JUMP (feat. Memo600), Sip Again (feat. THF Zoo), Let It Blow (feat. Lil Uzi Vert), Hellcats & Trackhawks, Turkey Season, Chess, Took Down (feat. BIG30), Out the Roof, Me and Doodie Lo, Game Face, I Ain't Lying (feat. EST Gee), Pull Up (feat. C3), Do It For Von, Dying 2 Hit'em, Toxic, Glaciers, Kennedy, Streets Raised Me, Rules, Pistol Tottin (feat. Foogiano)",66,Only The Family - Lil Durk Presents: Loyal Bros,album,146844
Lemonade (feat. NAV),NAV,2020-08-28,"canadian hip hop, canadian trap, melodic rap, rap, trap","Message, Really Redd (feat. Young Nudy), Lost Me (feat. Lil Mosey), Right Now (feat. Cochise), Familiar, JLO (feat. Lil Tecca), Thrusting (feat. Swae Lee & Future), Speak, Blastoff (feat. Juice WRLD), Take It Slow (feat. 24kGoldn), Somebody, Giddy Up (feat. Wiz Khalifa & 24kGoldn), Block (feat. StaySolidRocky), Devastated, Let You Down, No Option, Lemonade (feat. NAV)",76,B4 The Storm,album,195428
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",NAV,2023-06-02,"canadian hip hop, canadian trap, melodic rap, rap, trap","Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset), Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee), All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert), Danger (Spider) (Offset & JID), Hummingbird (Metro Boomin & James Blake), Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie), Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix, Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse ), Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray), Home (Metro Boomin & Don Toliver, Lil Uzi Vert), Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage), Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz), Nas Morales (Metro Boomin & Nas)",73,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),album,219453
Turks (with Gunna & ft. Travis Scott),NAV,2020-05-08,"canadian hip hop, canadian trap, melodic rap, rap, trap","Good Intentions (Intro), No Debate (feat. Young Thug), My Business (feat. Future), Turks (with Gunna & ft. Travis Scott), Brown Boy, Status (feat. Lil Uzi Vert), Codeine (feat. Gunna), Saint Laurenttt, Coast To Coast, Run It Up (feat. Pop Smoke), Spend It (feat. Young Thug), Recap (feat. Don Toliver), She Hurtin, Overdose, Did You Wrong, My Space, No Ice (feat. Lil Durk), Proud Of Me?",62,Good Intentions,album,161319
Some Way,NAV,2017-02-24,"canadian hip hop, canadian trap, melodic rap, rap, trap","Myself, NAV, My Mind, Good For It, Lonely, Up, Interlude, Sleep, Mariah, Some Way, TTD",66,NAV,album,179773
Never Sleep (with Lil Baby feat. Travis Scott),NAV,2022-09-09,"canadian hip hop, canadian trap, melodic rap, rap, trap","Count on Me (Intro), Baby, Dead Shot (with Lil Uzi Vert), Never Sleep (with Lil Baby feat. Travis Scott), Last of the Mohicans, One Time (with Don Toliver feat. Future), Demons in My Cup, Playa (with Gunna), Weirdo, My Dawg (with Lil Durk), Don't Compare, Interstellar (with Lil Uzi Vert), Loaded, Lost Me (with RealestK), Reset (with Bryson Tiller), Mismatch (with Baby Face Ray), Wrong Decisions, Destiny, Ball in Peace (Outro)",57,Demons Protected By Angels,album,185785
Myself,NAV,2017-02-24,"canadian hip hop, canadian trap, melodic rap, rap, trap","Myself, NAV, My Mind, Good For It, Lonely, Up, Interlude, Sleep, Mariah, Some Way, TTD",63,NAV,album,226040
Champion (feat. Travis Scott),NAV,2018-05-18,"canadian hip hop, canadian trap, melodic rap, rap, trap","Reckless Intro, Never Change, Hold Your Hand, Faith (feat. Quavo), Champion (feat. Travis Scott), Glow Up, Just Happened, Wanted You (feat. Lil Uzi Vert), With Me, EAT (feat. Gunna), Freshman List, What I Need / Daheala Outro",63,RECKLESS,album,195053
Wanted You (feat. Lil Uzi Vert),NAV,2018-05-18,"canadian hip hop, canadian trap, melodic rap, rap, trap","Reckless Intro, Never Change, Hold Your Hand, Faith (feat. Quavo), Champion (feat. Travis Scott), Glow Up, Just Happened, Wanted You (feat. Lil Uzi Vert), With Me, EAT (feat. Gunna), Freshman List, What I Need / Daheala Outro",58,RECKLESS,album,228386
Call Me,NAV,2017-07-21,"canadian hip hop, canadian trap, melodic rap, rap, trap","Perfect Timing (Intro), I Don't Care, Hit, A$AP Ferg, Held Me Down, Minute, Did You See NAV?, Bring It Back, Both Sides, Call Me, You Know, Rich, Need Some, I Am, NAVUZIMETRO#PT2",58,Perfect Timing,album,215066
Minute,NAV,2017-07-21,"canadian hip hop, canadian trap, melodic rap, rap, trap","Perfect Timing (Intro), I Don't Care, Hit, A$AP Ferg, Held Me Down, Minute, Did You See NAV?, Bring It Back, Both Sides, Call Me, You Know, Rich, Need Some, I Am, NAVUZIMETRO#PT2",57,Perfect Timing,album,265373
Tough,Quavo,2024-07-03,"atl hip hop, melodic rap, rap, trap",Tough,76,Tough,single,188828
HOTEL LOBBY (Unc & Phew),Quavo,2022-10-07,"atl hip hop, melodic rap, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",73,Only Built For Infinity Links,album,142657
PA NO PENSAR,Quavo,2024-06-20,"atl hip hop, melodic rap, rap, trap","LA DURANGO, ME ACTIVO, LA PATRULLA, LA PEOPLE II, SR. SMITH, ROMPE LA DOMPE, MAMI, BELANOVA, BRUCE WAYNE, HOLLYWOOD, RELOJ, ICE, SOLICITADO, SANTAL 33, VINO TINTO, 14 - 14, GIMME A SECOND, PUT EM IN THE FRIDGE, PA NO PENSAR, PESO COMPLETO",70,ÉXODO,album,200960
Turn Yo Clic Up (feat. Future),Quavo,2023-08-18,"atl hip hop, melodic rap, rap, trap","Fueled Up, Patty Cake (feat. Takeoff), Mama Told Me, Who Wit Me, Narkedo Speaks, Hold Me, Where Can I Start, Wall To Wall, Turn Yo Clic Up (feat. Future), Back Where It Begins (feat. Future and Takeoff), 11.11, Galaxy, Disciples, Focused (feat. Young Thug), Stain (feat. Hunxho and BabyDrill), Not Done Yet, Rocket Power, Greatness",60,Rocket Power,album,230835
No Brainer,Quavo,2018-07-27,"atl hip hop, melodic rap, rap, trap",No Brainer,61,No Brainer,single,260000
Potato Loaded (feat. Destroy Lonely),Quavo,2024-04-05,"atl hip hop, melodic rap, rap, trap",Potato Loaded (feat. Destroy Lonely),60,Potato Loaded (feat. Destroy Lonely),single,138017
To The Bone (feat. YoungBoy Never Broke Again),Quavo,2022-10-07,"atl hip hop, melodic rap, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",60,Only Built For Infinity Links,album,283196
Greatness,Quavo,2023-08-18,"atl hip hop, melodic rap, rap, trap","Fueled Up, Patty Cake (feat. Takeoff), Mama Told Me, Who Wit Me, Narkedo Speaks, Hold Me, Where Can I Start, Wall To Wall, Turn Yo Clic Up (feat. Future), Back Where It Begins (feat. Future and Takeoff), 11.11, Galaxy, Disciples, Focused (feat. Young Thug), Stain (feat. Hunxho and BabyDrill), Not Done Yet, Rocket Power, Greatness",52,Rocket Power,album,185000
Mink,Quavo,2024-06-14,"atl hip hop, melodic rap, rap, trap",Mink,58,Mink,single,166619
Nothing Changed,Quavo,2022-10-07,"atl hip hop, melodic rap, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",55,Only Built For Infinity Links,album,199111
Ric Flair Drip (with Metro Boomin),Offset,2017-10-30,"atl hip hop, hip hop, pop rap, rap, trap","Ghostface Killers (feat. Travis Scott), Rap Saved Me (feat. Quavo), Ric Flair Drip (with Metro Boomin), My Choppa Hate Niggas, Nightmare, Mad Stalkers, Disrespectful, Run Up the Racks, Still Serving, Darth Vader",84,Without Warning,album,172800
prada dem (feat. Offset),Offset,2024-05-10,"atl hip hop, hip hop, pop rap, rap, trap","collage, one of wun, neck on a yacht, whatsapp (wassam), hakuna matata, prada dem (feat. Offset), treesh, on one tonight, back in the a, trio, still prevail, blackjack, $$$ (feat. Normani), clear my rain (feat. Leon Bridges), conscience, the time, let it breathe (feat. Roddy Ricch), life’s changing, today i did good, time reveals, be careful what you wish for",76,One of Wun,album,165346
SAY MY GRACE (feat. Travis Scott),Offset,2023-10-13,"atl hip hop, hip hop, pop rap, rap, trap","ON THE RIVER, SAY MY GRACE (feat. Travis Scott), WORTH IT (feat. Don Toliver), BROAD DAY (feat. Future), FAN, FREAKY (feat. Cardi B), HOP OUT THE VAN, DON'T YOU LIE, I'M ON, BIG DAWG, NIGHT VISION, SKYAMI (feat. Mango Foo), DISSOLVE, FINE AS CAN BE (feat. Latto), BUSS MY WATCH, DOPE BOY (feat. Young Nudy), PRINCESS CUT (feat. Chlöe), JEALOUSY (feat. Cardi B), BLAME IT ON SET, UPSIDE DOWN",73,SET IT OFF,album,173253
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Offset,2023-06-02,"atl hip hop, hip hop, pop rap, rap, trap","Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset), Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee), All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert), Danger (Spider) (Offset & JID), Hummingbird (Metro Boomin & James Blake), Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie), Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix, Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse ), Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray), Home (Metro Boomin & Don Toliver, Lil Uzi Vert), Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage), Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz), Nas Morales (Metro Boomin & Nas)",73,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),album,231746
Run It Up (feat. Offset & Moneybagg Yo),Offset,2021-04-02,"atl hip hop, hip hop, pop rap, rap, trap","Destined 2 Win, Born 2 Be Great, Calling My Phone, What You Wanna Do, Hood Rich, Oh Well, Headshot (feat. Polo G & Fivio Foreign), Gang Gang, Go Crazy, Irregular Love, Move (feat. Saweetie), Slow Down, Love Hurts (feat. Toosii), Run It Up (feat. Offset & Moneybagg Yo), Part of the Plan, No Cap, Life Changed, Nuf Said, Losses - Bonus, Move On - Bonus",72,Destined 2 Win,album,232048
Climate (feat. Offset),Offset,2023-12-01,"atl hip hop, hip hop, pop rap, rap, trap","Back On My BS, Climate (feat. Offset), Mmhmm, '02 Lakers (feat. Ro$ama), Rock & Roll, Patience, Mmhmm Remix (feat. Finesse2tymes)",68,THE BIGGEST,album,170106
Style Rare (with Gunna),Offset,2024-06-28,"atl hip hop, hip hop, pop rap, rap, trap",Style Rare (with Gunna),67,Style Rare (with Gunna),single,208800
Ghostface Killers (feat. Travis Scott),Offset,2017-10-30,"atl hip hop, hip hop, pop rap, rap, trap","Ghostface Killers (feat. Travis Scott), Rap Saved Me (feat. Quavo), Ric Flair Drip (with Metro Boomin), My Choppa Hate Niggas, Nightmare, Mad Stalkers, Disrespectful, Run Up the Racks, Still Serving, Darth Vader",68,Without Warning,album,268933
WORTH IT (feat. Don Toliver),Offset,2023-10-13,"atl hip hop, hip hop, pop rap, rap, trap","ON THE RIVER, SAY MY GRACE (feat. Travis Scott), WORTH IT (feat. Don Toliver), BROAD DAY (feat. Future), FAN, FREAKY (feat. Cardi B), HOP OUT THE VAN, DON'T YOU LIE, I'M ON, BIG DAWG, NIGHT VISION, SKYAMI (feat. Mango Foo), DISSOLVE, FINE AS CAN BE (feat. Latto), BUSS MY WATCH, DOPE BOY (feat. Young Nudy), PRINCESS CUT (feat. Chlöe), JEALOUSY (feat. Cardi B), BLAME IT ON SET, UPSIDE DOWN",64,SET IT OFF,album,188333
ON THE RIVER,Offset,2023-10-13,"atl hip hop, hip hop, pop rap, rap, trap","ON THE RIVER, SAY MY GRACE (feat. Travis Scott), WORTH IT (feat. Don Toliver), BROAD DAY (feat. Future), FAN, FREAKY (feat. Cardi B), HOP OUT THE VAN, DON'T YOU LIE, I'M ON, BIG DAWG, NIGHT VISION, SKYAMI (feat. Mango Foo), DISSOLVE, FINE AS CAN BE (feat. Latto), BUSS MY WATCH, DOPE BOY (feat. Young Nudy), PRINCESS CUT (feat. Chlöe), JEALOUSY (feat. Cardi B), BLAME IT ON SET, UPSIDE DOWN",65,SET IT OFF,album,96013
HOTEL LOBBY (Unc & Phew),Takeoff,2022-10-07,"atl hip hop, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",73,Only Built For Infinity Links,album,142657
Casper,Takeoff,2018-11-02,"atl hip hop, rap, trap","Martian - Intro, She Gon Wink, None To Me, Vacation, Last Memory, I Remember, Lead The Wave, Casper, Insomnia, Infatuation, Soul Plane, Bruce Wayne - Outro",67,The Last Rocket,album,197079
Last Memory,Takeoff,2018-11-02,"atl hip hop, rap, trap","Martian - Intro, She Gon Wink, None To Me, Vacation, Last Memory, I Remember, Lead The Wave, Casper, Insomnia, Infatuation, Soul Plane, Bruce Wayne - Outro",63,The Last Rocket,album,162132
To The Bone (feat. YoungBoy Never Broke Again),Takeoff,2022-10-07,"atl hip hop, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",60,Only Built For Infinity Links,album,283196
Nothing Changed,Takeoff,2022-10-07,"atl hip hop, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",55,Only Built For Infinity Links,album,199111
HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,Takeoff,2022-06-18,"atl hip hop, rap, trap",HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,58,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,single,165580
Patty Cake (feat. Takeoff),Takeoff,2023-08-18,"atl hip hop, rap, trap","Fueled Up, Patty Cake (feat. Takeoff), Mama Told Me, Who Wit Me, Narkedo Speaks, Hold Me, Where Can I Start, Wall To Wall, Turn Yo Clic Up (feat. Future), Back Where It Begins (feat. Future and Takeoff), 11.11, Galaxy, Disciples, Focused (feat. Young Thug), Stain (feat. Hunxho and BabyDrill), Not Done Yet, Rocket Power, Greatness",56,Rocket Power,album,133289
Messy,Takeoff,2022-10-07,"atl hip hop, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",55,Only Built For Infinity Links,album,177395
Insomnia,Takeoff,2018-11-02,"atl hip hop, rap, trap","Martian - Intro, She Gon Wink, None To Me, Vacation, Last Memory, I Remember, Lead The Wave, Casper, Insomnia, Infatuation, Soul Plane, Bruce Wayne - Outro",54,The Last Rocket,album,164898
Us vs. Them (feat Gucci Mane),Takeoff,2022-10-07,"atl hip hop, rap, trap","Two Infinity Links, Tony Starks, HOTEL LOBBY (Unc & Phew), Bars Into Captions, See Bout It (feat. Mustard), To The Bone (feat. YoungBoy Never Broke Again), Not Out, Chocolate (feat. Young Thug and Gunna), 2.30, Look @ This, Mixy (feat. Summer Walker), Messy, Nothing Changed, Integration, Big Stunna (feat. Birdman), Us vs. Them (feat Gucci Mane), Hell Yeah, Tools",44,Only Built For Infinity Links,album,216000
Need It (feat. YoungBoy Never Broke Again),Migos,2021-06-11,"atl hip hop, hip hop, pop rap, rap, trap","Avalanche, Having Our Way (feat. Drake), Straightenin, Type Shit (feat. Cardi B), Malibu (feat. Polo G), Birthday, Modern Day, Vaccine, Picasso (feat. Future), Roadrunner, What You See (feat. Justin Bieber), Jane, Antisocial (feat. Juice WRLD), Why Not, Mahomes, Handle My Business, Time For Me, Light It Up (feat. Pop Smoke), Need It (feat. YoungBoy Never Broke Again)",72,Culture III,album,195680
Stir Fry,Migos,2018-01-26,"atl hip hop, hip hop, pop rap, rap, trap","Higher We Go - Intro, Supastars, Narcos, BBO (Bad Bitches Only), Auto Pilot, Walk It Talk It, Emoji A Chain, CC, Stir Fry, Too Much Jewelry, Gang Gang, White Sand, Crown the Kings, Flooded, Beast, Open It Up, MotorSport, Movin' Too Fast, Work Hard, Notice Me",72,Culture II,album,190288
Pure Water (with Migos),Migos,2019-06-28,"atl hip hop, hip hop, pop rap, rap, trap","Intro (feat. 1takejay), Pure Water (with Migos), On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky), Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie), Interstate 10 (feat. Future), 100 Bands (feat. Quavo, YG & Meek Mill), Woah Woah (feat. Young Thug & Gunna), Surface, Ballin' (with Roddy Ricch), Perfect Ten (feat. Nipsey Hussle)",71,Perfect Ten,album,192470
Walk It Talk It,Migos,2018-01-26,"atl hip hop, hip hop, pop rap, rap, trap","Higher We Go - Intro, Supastars, Narcos, BBO (Bad Bitches Only), Auto Pilot, Walk It Talk It, Emoji A Chain, CC, Stir Fry, Too Much Jewelry, Gang Gang, White Sand, Crown the Kings, Flooded, Beast, Open It Up, MotorSport, Movin' Too Fast, Work Hard, Notice Me",71,Culture II,album,276147
Bad and Boujee (feat. Lil Uzi Vert),Migos,2017-01-27,"atl hip hop, hip hop, pop rap, rap, trap","Culture (feat. DJ Khaled), T-Shirt, Call Casting, Bad and Boujee (feat. Lil Uzi Vert), Get Right Witcha, Slippery (feat. Gucci Mane), Big On Big, What the Price, Brown Paper Bag, Deadz (feat. 2 Chainz), All Ass, Kelly Price (feat. Travis Scott), Out Yo Way",71,Culture,album,343150
I Get the Bag (feat. Migos),Migos,2017-10-13,"atl hip hop, hip hop, pop rap, rap, trap","Work in Progress (Intro), Back On, I Get the Bag (feat. Migos), Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph), Curve (feat. The Weeknd), Enormous (feat. Ty Dolla $ign), Members Only, Money Make Ya Handsome, Changed (feat. Big Sean), We Ride (feat. Monica), Lil Story (feat. ScHoolboy Q), Tone It Down (feat. Chris Brown), Make Love, Money Piling, Jumped Out the Whip (feat. A$AP Rocky), Miss My Woe (feat. Rico Love & Chris Bosh), Made It (Outro)",68,Mr. Davis,album,233087
MotorSport,Migos,2018-01-26,"atl hip hop, hip hop, pop rap, rap, trap","Higher We Go - Intro, Supastars, Narcos, BBO (Bad Bitches Only), Auto Pilot, Walk It Talk It, Emoji A Chain, CC, Stir Fry, Too Much Jewelry, Gang Gang, White Sand, Crown the Kings, Flooded, Beast, Open It Up, MotorSport, Movin' Too Fast, Work Hard, Notice Me",66,Culture II,album,303076
Narcos,Migos,2018-01-26,"atl hip hop, hip hop, pop rap, rap, trap","Higher We Go - Intro, Supastars, Narcos, BBO (Bad Bitches Only), Auto Pilot, Walk It Talk It, Emoji A Chain, CC, Stir Fry, Too Much Jewelry, Gang Gang, White Sand, Crown the Kings, Flooded, Beast, Open It Up, MotorSport, Movin' Too Fast, Work Hard, Notice Me",66,Culture II,album,255378
Slippery (feat. Gucci Mane),Migos,2017-01-27,"atl hip hop, hip hop, pop rap, rap, trap","Culture (feat. DJ Khaled), T-Shirt, Call Casting, Bad and Boujee (feat. Lil Uzi Vert), Get Right Witcha, Slippery (feat. Gucci Mane), Big On Big, What the Price, Brown Paper Bag, Deadz (feat. 2 Chainz), All Ass, Kelly Price (feat. Travis Scott), Out Yo Way",65,Culture,album,304041
T-Shirt,Migos,2017-01-27,"atl hip hop, hip hop, pop rap, rap, trap","Culture (feat. DJ Khaled), T-Shirt, Call Casting, Bad and Boujee (feat. Lil Uzi Vert), Get Right Witcha, Slippery (feat. Gucci Mane), Big On Big, What the Price, Brown Paper Bag, Deadz (feat. 2 Chainz), All Ass, Kelly Price (feat. Travis Scott), Out Yo Way",64,Culture,album,242407
